filename,L,A,B,cluster
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00131.jpg,126.14263929258607,140.52586277479838,128.14630327097063,1
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00132.jpg,120.7712363956764,147.588178354699,136.44227547436742,2
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00133.jpg,126.121346711465,138.98223408662034,123.85589358862245,1
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00134.jpg,147.6710142331883,152.69190573014887,132.94008575732994,2
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00135.jpg,110.55153680679622,142.6341561235279,141.37720129799104,4
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00136.jpg,143.8419133221594,136.48987898992505,134.71475144125392,0
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00137.jpg,131.52670012709217,150.98397346143076,131.93445059560995,2
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00138.jpg,104.48794416243655,146.25951776649745,137.5072176395939,0
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00139.jpg,111.15019837521254,146.6157334069671,140.1536862910375,4
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00140.jpg,112.35333819281337,150.74506627790825,134.598741934613,2
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00141.jpg,125.49782847115596,154.04966001316077,133.02621188857205,2
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00142.jpg,121.65171711253446,142.86136596668308,133.78819393584297,0
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00143.jpg,105.87413483722122,150.34942089440935,135.69679103260236,2
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00144.jpg,97.14095989041279,143.14832695745142,133.3856267018593,0
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00145.jpg,150.320959880015,144.17156509282495,135.0588676415448,0
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00146.jpg,116.0023056740784,145.3795351549042,136.60510693557364,0
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00147.jpg,80.91366554570467,145.25531947416692,137.66785386731885,0
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00148.jpg,114.78963597279487,140.92069281460337,138.55654227014836,0
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00149.jpg,81.01441288681644,145.01146248410345,137.78334887664263,0
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00150.jpg,106.1645485977718,144.7863081060315,138.53276988090664,0
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00151.jpg,101.29126500305863,146.04786213006517,130.8904592148839,0
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00152.jpg,120.11688963810481,141.93805817581867,133.76277751874036,0
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00153.jpg,142.5407219339883,151.92105088861905,131.5634175957611,2
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00154.jpg,126.17352725666737,145.31316811707669,135.6637357342889,0
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00155.jpg,134.4923445613101,149.70582193734904,132.4163797858379,2
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00156.jpg,118.99953976435935,143.53069771723122,140.90903442562592,4
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00157.jpg,90.36904674182693,147.69582197332548,142.5055878957581,4
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00158.jpg,120.10762053542769,153.62592822444307,137.41813434911938,2
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00159.jpg,124.01154745099855,139.41094115196816,128.00497535463865,1
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00160.jpg,124.98789299899506,152.39074986840217,136.39575058620855,2
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00161.jpg,138.69818601651724,144.77531151837906,133.9093736348318,0
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00162.jpg,122.80901668040701,139.87368290286514,130.4212452144059,1
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00163.jpg,122.01305980203712,153.96346129663894,136.27450733827942,2
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00164.jpg,115.83896107166238,146.27062245052122,132.5666137885884,0
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00165.jpg,145.06861595259707,145.41441873272618,140.35404322152306,4
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00166.jpg,125.33204108078006,139.47786928258566,132.8422416655065,0
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00167.jpg,125.09365500097338,145.1989756952244,141.16549111220928,4
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00168.jpg,135.15283514369906,144.0812753523124,137.01152798155522,0
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00169.jpg,146.92716087620553,145.20854204269952,131.71778577607844,0
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00170.jpg,122.765855124737,148.84119827672578,131.89745516481315,2
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00171.jpg,97.05314009661836,152.3305152979066,143.69566967723867,4
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00172.jpg,136.5916513036608,149.8541480115881,130.84682644192785,2
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00173.jpg,130.13146895134287,153.13370898090201,133.43197930859293,2
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00174.jpg,128.3910386965377,144.65895419883483,134.9207478804528,0
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00175.jpg,119.27157353151351,143.86368443618693,133.7603973131342,0
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00176.jpg,93.2757905033841,144.27345071912015,139.7679780033841,4
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00177.jpg,118.30797583897798,147.0757154711592,138.83581311874022,4
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00178.jpg,85.71722415046432,146.03465716538173,134.67011702552446,0
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00179.jpg,142.72003225653432,137.29081479373212,118.33842480590738,1
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00180.jpg,128.88697771873845,130.4786431300585,130.09753358622862,1
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00181.jpg,153.92554823149243,144.3619205957078,137.9284050063809,0
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00182.jpg,113.12737614129621,142.9511588546164,128.8048081240717,1
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00183.jpg,137.6795706208034,146.23051890682058,139.08120803392626,4
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00184.jpg,134.46040684328958,142.91589493085473,134.09164716125605,0
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00185.jpg,115.35439785465032,141.18845864703837,131.828551552349,1
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00186.jpg,124.02334279423857,141.55720310883578,132.8787633624234,0
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00187.jpg,119.85472143891472,141.77751695754895,136.54969895587226,0
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00188.jpg,159.0592986603625,139.77558444969793,124.37847386393486,1
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00189.jpg,127.60975982686834,144.81967020300627,129.55613841123474,1
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00190.jpg,124.69805318742843,139.4748059549561,130.56333502990202,1
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00191.jpg,152.4964511490974,144.3013328160303,137.30275920304905,0
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00192.jpg,137.10440662852048,139.78231899135517,134.94317703301874,0
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00193.jpg,129.83124563445867,148.87783469150173,131.67240977881258,2
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00194.jpg,108.63806964947042,143.88217475647582,142.81085510959883,4
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00195.jpg,132.3388448962514,150.08315383304148,127.25218887046536,2
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00196.jpg,95.86043833723564,151.87822899474148,142.55413963842935,4
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00197.jpg,141.91314393492868,144.52566309088766,134.9912413061417,0
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00198.jpg,153.46498483902613,152.5075804869348,143.9368812984928,4
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00199.jpg,60.15189589409917,148.23721112856182,141.7677529728517,4
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00200.jpg,126.10714777870825,135.85669461611033,130.50417121595981,1
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00201.jpg,124.61326923076923,147.77369822485207,132.7096449704142,2
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00202.jpg,153.11778943122226,144.19625655506252,139.13844292053247,0
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00203.jpg,98.47162083089526,147.7133335029384,140.54963492507696,4
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00204.jpg,156.60142592887507,136.61120162683295,132.16780389802892,1
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00205.jpg,117.12060381476346,153.02848568895357,138.10082524382204,2
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00206.jpg,109.53035976739727,142.84208575627835,127.30102881973289,1
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00207.jpg,113.18469288782438,142.4503355173301,130.4598170985174,1
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00208.jpg,93.45852423779625,143.1482691328695,133.85656711352453,0
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00209.jpg,117.3786045121769,145.22205017453786,135.22536435624735,0
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00210.jpg,126.78169675817169,144.64856701792067,138.65212430364454,0
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00211.jpg,134.9538694913716,147.0855709266294,144.9305319659272,4
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00212.jpg,124.4090782148908,149.07011599113775,133.91238293831805,2
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00213.jpg,128.3479252009667,151.47806934850797,135.47956052996932,2
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00214.jpg,98.53253626266917,142.0431753353159,132.1999393093403,0
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00215.jpg,121.25970199988669,135.1367061356297,122.40996732951864,1
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00216.jpg,130.09862886016336,153.17447079889132,131.54762196767152,2
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00217.jpg,166.52159991995399,140.72933186582284,136.4976486479726,0
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00218.jpg,119.45769505516311,137.39302722438288,130.1936463211366,1
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00219.jpg,101.34991242988045,150.21816381958018,145.87642460085794,4
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00220.jpg,122.47735241708341,154.39061332413635,134.49412733996283,2
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00221.jpg,137.57371788821987,136.20294833802072,129.14269805017082,1
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00222.jpg,131.69226039404484,152.0232214343651,133.352651822392,2
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00223.jpg,109.60546930636662,145.4301252087892,138.0509380948065,0
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00224.jpg,101.49146683003676,150.60519866970068,145.22503500787678,4
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00225.jpg,68.72742463648981,142.24602800274906,135.23551686498578,0
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00226.jpg,117.05162526929414,139.18695349131923,128.15048789760488,1
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00227.jpg,127.81090146750525,141.4513143041445,129.04419717249905,1
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00228.jpg,100.92682031953571,150.0521330175778,145.67396017477736,4
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00229.jpg,127.43517076967987,141.030882066751,123.94019412279849,1
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00230.jpg,70.78460590603642,147.8300402619174,146.30044560342728,4
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00231.jpg,133.69769071061916,142.60389254735125,147.5575793858029,4
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00232.jpg,137.30232290708372,138.8351770929163,129.78569457221712,1
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00233.jpg,86.71494839701361,135.79165294246815,134.6167654808959,0
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00234.jpg,121.72941453898429,136.4435333461959,132.10703796599995,1
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00235.jpg,124.86462470548636,150.67021204981486,134.89343655334903,2
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00236.jpg,115.3585947302384,143.8867115318809,140.64115432873274,4
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00237.jpg,116.44605422181107,143.4505901135465,131.7084346697304,0
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00238.jpg,70.32602956705385,141.06747917399977,134.08836383902383,0
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00239.jpg,146.10407523510972,138.10200796407693,122.70698974836905,1
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00240.jpg,112.12098708235679,142.44913337330354,141.35669319234754,4
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00241.jpg,113.01846647551412,148.40241725689762,130.3165884966675,2
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00242.jpg,135.55019906444417,147.0501378862462,139.7096294483609,4
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00243.jpg,121.74353232239213,152.41254505513254,136.2012924691279,2
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00244.jpg,123.52652046008359,137.3582313801245,122.47596681943865,1
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00245.jpg,122.5455884281348,138.4520209407184,123.92775653893098,1
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00246.jpg,128.8496158874249,147.9898206495395,143.14054260491488,4
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00247.jpg,120.20848126887215,147.09083518598402,132.7189335368484,2
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00248.jpg,137.26103762869602,149.7982632909537,134.10519180742315,2
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00249.jpg,112.72900358232718,142.14544911768607,140.34191322807484,0
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00250.jpg,128.11161528835223,149.27801606786332,129.17139691061416,2
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00251.jpg,96.71214375788146,143.44075662042874,139.9316897856242,0
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00252.jpg,134.1896760317247,151.84632791145762,134.66680109333691,2
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00253.jpg,124.55991268568779,147.10655436861322,133.3061216605173,2
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00254.jpg,129.43921465624794,139.13995666163243,132.94317420710487,0
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00255.jpg,112.98833323144015,136.21818385604533,126.77836196531557,1
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00256.jpg,133.6681507619803,143.59943635954576,132.997312050775,0
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00257.jpg,165.5893267426427,140.81237585244176,151.66133919172503,4
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00258.jpg,122.81119061988102,147.02077765324597,138.62024743512373,4
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00259.jpg,112.0784406291152,149.58364598603623,133.34223668844882,2
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00260.jpg,136.32761209718592,146.56357930143858,125.70324653872721,1
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00261.jpg,152.60260025062658,142.52939166097062,137.89636021872863,0
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00262.jpg,132.0264504104374,151.6542213586073,134.98994725780227,2
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00263.jpg,101.22391577091317,147.32142009426605,145.27710148858975,4
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00264.jpg,54.77957762977342,144.7772013788949,136.723785936611,0
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00265.jpg,130.61034850839903,153.1399838948295,137.64553643326653,2
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00266.jpg,161.05578235901953,138.7731946538377,136.75141022817746,0
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00267.jpg,124.88738733417598,145.97219236175917,138.48228651081473,4
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00268.jpg,123.26623099004459,147.90075123679227,140.5359433213217,4
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00269.jpg,75.27215312487891,138.15337027135237,124.01992844873236,1
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00270.jpg,138.75313799657502,149.62699712075877,133.62360977812907,2
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00271.jpg,131.83007995588642,142.02579266611525,133.92999724290047,0
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00272.jpg,89.87538693966383,145.31135832989975,132.51740568180617,0
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00273.jpg,142.95676818570337,141.8073125196815,132.82672409914977,0
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00274.jpg,131.9990943669625,137.51882422956504,129.44784847465522,1
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00275.jpg,169.66580159453835,146.8496177316406,129.26957517944402,2
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00276.jpg,129.37924826155592,142.0627535910449,136.064593145377,0
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00277.jpg,121.80101653129802,143.99965383900982,134.5340757501562,0
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00278.jpg,107.66822683295756,147.80447501355633,143.76754473586576,4
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00279.jpg,136.47234304932735,154.55016816143498,135.66387892376682,2
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00280.jpg,123.03697919856289,138.40920040010616,122.32232020740196,1
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00281.jpg,122.13984749068985,141.23588106638292,126.09039427794526,1
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00282.jpg,122.89084571220268,142.75337191287707,133.98625034174793,0
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00283.jpg,118.46671733485339,150.73826714801444,137.3812781050098,2
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00284.jpg,103.37570246737899,149.61382986420975,134.7652010322954,2
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00285.jpg,130.29266042098635,146.27600768587774,133.08848529587374,0
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00286.jpg,124.25366392163332,140.4694007029654,129.83225266149805,1
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00287.jpg,130.5239965332322,149.75223444017118,135.34047451383998,2
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00288.jpg,134.02547293746716,140.11552811350498,127.02401471361009,1
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00289.jpg,114.53828327247652,142.775624865757,128.32053267615507,1
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00290.jpg,99.2982386845724,143.7799526024752,129.40438573393018,1
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00291.jpg,148.41155313055634,138.0343933656365,128.73605059923722,1
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00292.jpg,126.74205380738516,144.77487833407946,133.66748017964676,0
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00293.jpg,141.0715141986833,153.58187088532966,136.0154367691854,2
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00294.jpg,126.66128329242275,141.400139937143,130.78793787708472,1
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00295.jpg,123.01916759547134,139.7082184548601,133.80850002933067,0
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00296.jpg,104.14967551688318,150.19159583142516,135.31474303841298,2
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00297.jpg,113.49599867175826,138.2781670263988,129.8391499252864,1
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00298.jpg,96.80672197456485,151.84646592247987,135.93048453119874,2
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00299.jpg,113.89156050002991,150.52359590884623,134.90190800885222,2
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00300.jpg,119.38110174739506,142.48760130314207,133.05814329177997,0
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00301.jpg,126.38601867368925,146.3627643444258,139.20399010454074,4
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00302.jpg,141.4310658746978,140.09907570466328,136.77262732690605,0
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00303.jpg,125.07366465610164,154.38974382496616,133.2949109006261,2
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00304.jpg,123.26618946184705,147.25045684071668,126.71113610068878,1
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00305.jpg,123.05942852224804,152.01794474567518,141.06304329116102,4
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00306.jpg,123.51061448724906,153.20309956592513,136.67040830168204,2
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00307.jpg,98.3195006695707,137.8100574137639,135.98285283297673,0
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00308.jpg,100.72411899313501,150.53883295194507,135.43423340961098,2
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00309.jpg,157.15239275071036,144.95676242289832,127.097278051147,1
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00310.jpg,136.27660304314801,150.91554161664175,133.80538063852205,2
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00311.jpg,102.45233582954609,142.9228688660325,127.44469999448012,1
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00312.jpg,128.37044474022397,142.77722829080227,127.70006425555351,1
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00313.jpg,138.83443982499293,148.72071787727737,132.9348512222198,2
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00314.jpg,118.04668503454911,142.07605177993528,132.75080906148867,0
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00315.jpg,117.52205230496453,154.11835106382978,136.3572140957447,2
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00316.jpg,129.4948221564418,141.49068933884377,135.4489261294319,0
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00317.jpg,85.88583624186397,139.42906329591548,135.79190642392228,0
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00318.jpg,103.5361635848077,147.41358147955856,137.46571348696034,2
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00319.jpg,126.00447966919366,151.19495838413826,134.4659386099772,2
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00320.jpg,120.56116775946748,151.58557502929372,136.32113385355638,2
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00321.jpg,81.97002870979904,143.62145114984196,141.27457007800945,4
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00322.jpg,124.3006581711245,151.1587546095318,138.00002333940157,2
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00323.jpg,86.57744039503261,148.13173895419538,142.79994103990862,4
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00324.jpg,138.77982167242348,148.42172062013015,130.87819637454146,2
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00325.jpg,124.19733566333126,140.91702973141187,136.51733135443098,0
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00326.jpg,107.39778563199313,148.1133252621507,136.3405225439847,2
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00327.jpg,106.78930817610063,150.67701092353525,136.0364448857994,2
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00328.jpg,135.02967903293037,137.0544115603724,134.7650409893011,0
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00329.jpg,135.47110625284026,145.1475699775237,140.22669155848143,4
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00330.jpg,117.37334862385322,144.28900611620796,130.96587155963303,0
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00331.jpg,143.5725620081151,144.42836451932396,135.6290162834535,0
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00332.jpg,120.93975749432127,159.5585522176366,142.64450629725607,4
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00333.jpg,116.97329446982826,142.8440770667807,128.7270589029688,1
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00334.jpg,132.6576135643586,152.07605916927042,137.57528350121265,2
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00335.jpg,118.27453536370999,148.70932827714248,133.75291817266103,2
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00336.jpg,124.61954334581634,140.76869655133865,127.56362137387514,1
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00337.jpg,117.58981200727713,143.7106471454561,128.65166767738023,1
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00338.jpg,130.3097810743526,149.38415933064704,135.043425814234,2
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00339.jpg,91.19159663865547,143.45743034055727,147.46707209199468,4
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00340.jpg,126.22488189856787,142.0314098562284,122.46169041118866,1
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00341.jpg,113.17829721443358,142.87295930400145,130.47806661251016,1
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00342.jpg,134.8255169227215,151.8030303030303,136.83404566632012,2
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00343.jpg,128.92718207991012,142.14550710390188,130.4045127917047,1
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00344.jpg,132.6017704201874,140.4023107432316,123.87648732540093,1
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00345.jpg,89.43451838948494,137.37989429510273,124.64590838908904,1
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00346.jpg,93.98353443763881,140.4252047586041,137.8930870100293,0
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00347.jpg,125.8202462380301,151.47007523939808,135.92236662106703,2
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00348.jpg,118.26394771599034,143.84638156396593,140.62563191692854,4
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00349.jpg,115.17869978086195,152.1254492330168,133.96676406135865,2
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00350.jpg,102.8350407289797,153.56849371807263,144.94347646003038,4
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00351.jpg,142.811611720085,143.82457383403494,140.36464802233985,4
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00352.jpg,150.93074567305462,152.43218412138648,143.27061389262678,4
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00353.jpg,147.40220912653112,143.81504736046404,141.63762302921847,4
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00354.jpg,121.77659158327086,134.29408025556606,130.11355412850017,1
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00355.jpg,120.79478468460196,142.05680531325558,137.618369907875,0
